Cliente	Marca	Cupo	Total_Promociones	Prom_Duracion_dd	Total_Duracion_dd	Maxima_Duracion_dd	Minima_Duracion_dd	MinFecha_Desde	MaxFecha_Desde	Total_Promo_Ejecutadas	Prom_Duracion_Ejecutadas_dd	Total_Duracion_Ejecutadas_dd	Maxima_Duracion_Ejecutadas_dd	Minima_Duracion_Ejecutadas_dd	MinFecha_Ejecutadas_Desde	MaxFecha_Ejecutadas_Desde	FechaAltaCliente	Region	Gerencia	SubCanal	TipoPoblacion	Estrato	EF	Antiguedad_Cliente_EmpezoPromo_dd
5769	40	16	12	6.9166	83	20	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	22/10/2012	1	23	9	2	3	0	2174
7993	40	16	21	7.0476	148	22	0	31/08/2018	22/09/2019	5	6	33	13	0	31/08/2018	24/01/2019	23/04/2015	3	24	12	2	2	1	1226
13226	29	9	2	5.5	11	7	4	17/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	30/05/2018	4	13	9	2	4	0	444
12212	40	16	26	8.0769	210	19	0	13/08/2018	22/09/2019	6	10	63	19	0	13/08/2018	11/07/2019	22/11/2017	3	28	9	1	1	1	264
9277	40	16	13	7.5384	98	20	3	5/10/2018	11/09/2019	0	0	0	0	0	NULL	NULL	5/05/2016	1	23	22	1	2	0	883
5451	40	16	3	2	6	4	1	29/08/2018	7/09/2018	0	0	0	0	0	NULL	NULL	7/11/2011	5	29	9	1	2	0	2487
8537	29	9	6	7.3333	44	11	3	13/04/2019	5/09/2019	0	0	0	0	0	NULL	NULL	28/09/2015	1	18	9	2	2	0	1293
13648	40	16	18	5.8888	106	13	0	5/09/2018	11/09/2019	1	9	9	9	0	7/03/2019	7/03/2019	2/08/2018	5	19	10	2	2	1	34
3063	40	16	19	5.8421	111	13	0	5/09/2018	18/09/2019	3	3	11	4	0	8/01/2019	24/01/2019	29/03/2010	3	28	9	2	1	1	3082
8296	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	25/07/2015	3	28	17	1	3	0	1216
12455	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	18/01/2018	3	8	15	2	3	1	230
14679	39	20	4	10.5	42	19	4	11/07/2019	22/09/2019	0	0	0	0	0	NULL	NULL	6/12/2018	3	25	16	2	2	0	217
13467	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	9/07/2018	3	28	16	2	2	0	136
13966	39	20	15	5.3333	80	11	0	5/09/2018	9/03/2019	0	0	0	0	0	NULL	NULL	12/08/2018	3	28	1	2	3	0	24
114	40	16	5	42	210	160	4	5/10/2018	26/08/2019	1	160	160	160	0	6/05/2019	6/05/2019	8/05/2009	4	22	9	2	5	0	3437
5511	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	28/01/2012	1	5	9	2	3	0	2754
7735	29	9	3	1.3333	4	3	0	22/11/2018	25/09/2019	0	0	0	0	0	NULL	NULL	10/02/2015	3	9	12	2	3	1	1381
11353	40	16	13	6	78	13	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	18/07/2017	4	21	12	2	2	1	414
4497	40	16	17	6.1764	105	22	0	5/09/2018	22/09/2019	2	4	9	5	0	2/11/2018	24/01/2019	1/07/2010	4	6	27	2	1	1	2988
6721	40	16	15	5.3333	80	11	0	5/09/2018	9/03/2019	0	0	0	0	0	NULL	NULL	24/02/2014	1	23	9	1	1	0	1654
4015	39	20	21	6.2857	132	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	3	0	3053
4106	40	16	22	6.9545	153	19	0	13/08/2018	22/09/2019	2	5	11	7	0	7/09/2018	11/09/2018	27/04/2010	3	9	9	2	2	1	3030
4576	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	10	2	2	1	2981
4347	40	16	17	5.8823	100	13	0	5/09/2018	7/08/2019	1	0	0	0	0	4/10/2018	4/10/2018	18/05/2010	3	8	22	2	2	0	3032
14059	40	16	19	6.5789	125	20	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	14/08/2018	1	18	9	2	3	0	22
2502	39	20	23	5.8695	135	20	0	5/09/2018	22/09/2019	3	9	29	20	0	2/11/2018	10/07/2019	24/02/2010	1	18	18	2	2	1	3115
6812	40	16	25	5.92	148	22	0	5/09/2018	22/09/2019	5	6	30	9	0	7/09/2018	7/03/2019	20/03/2014	1	18	12	2	4	1	1630
7282	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	2	1	3	3	0	4/10/2018	8/01/2019	22/08/2014	3	28	10	1	2	0	1475
9838	40	16	12	5.4166	65	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	11/09/2016	4	15	18	2	3	0	724
13968	40	16	1	12	12	12	12	5/03/2019	5/03/2019	0	0	0	0	0	NULL	NULL	12/08/2018	3	30	18	2	3	0	205
4256	40	16	24	5.875	141	16	0	5/09/2018	11/09/2019	1	4	4	4	0	16/01/2019	16/01/2019	4/05/2010	1	20	15	1	2	0	3046
5287	39	20	17	6.2352	106	19	0	5/09/2018	11/07/2019	0	0	0	0	0	NULL	NULL	5/06/2011	3	10	9	2	2	0	2649
6344	40	16	21	15.6666	329	160	0	5/09/2018	26/08/2019	5	42	210	160	0	5/10/2018	7/08/2019	26/09/2013	4	6	9	2	2	1	1805
8359	39	20	21	6.7619	142	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/08/2015	5	19	16	2	6	1	1123
9356	40	16	26	8.9615	233	26	0	12/08/2018	22/09/2019	7	8	56	19	0	12/08/2018	11/07/2019	24/05/2016	3	28	15	1	2	1	810
7383	29	9	3	9	27	10	7	18/08/2019	4/09/2019	0	0	0	0	0	NULL	NULL	3/10/2014	4	6	9	2	1	1	1780
11955	39	20	21	6.238	131	20	0	5/09/2018	22/09/2019	1	6	6	6	0	17/09/2018	17/09/2018	19/10/2017	1	23	9	2	2	0	321
4038	40	16	22	6.5	143	19	0	5/09/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	27/04/2010	3	9	9	2	3	0	3053
3472	39	20	20	6.5	130	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	1	3081
8302	40	16	18	15.7222	283	160	0	5/09/2018	26/08/2019	2	86	173	160	0	6/05/2019	7/08/2019	26/07/2015	4	14	9	2	3	1	1137
4023	29	9	3	9	27	17	3	22/11/2018	18/08/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	9	2	2	0	3131
5169	40	16	22	6.0909	134	19	0	12/08/2018	22/09/2019	5	5	27	11	0	12/08/2018	24/01/2019	2/03/2011	5	33	15	2	1	1	2720
7184	39	20	27	6.3333	171	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	15/07/2014	3	10	7	2	2	1	1513
9572	39	20	26	5.923	154	20	0	5/09/2018	22/09/2019	1	6	6	6	0	17/09/2018	17/09/2018	14/07/2016	1	18	9	2	3	0	783
9964	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	5/10/2016	3	8	9	2	3	0	778
1457	40	16	15	17.4666	262	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	12/10/2009	4	6	9	2	2	0	3250
10626	39	20	11	5.5454	61	11	0	5/09/2018	8/11/2018	0	0	0	0	0	NULL	NULL	22/02/2017	4	26	9	1	1	0	560
598	40	16	24	5.8333	140	16	0	5/09/2018	22/09/2019	1	16	16	16	0	12/10/2018	12/10/2018	4/08/2009	3	32	15	1	1	1	3319
948	40	16	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	14/09/2009	5	19	9	2	3	0	3278
10117	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	7/11/2016	5	11	15	2	2	0	667
11267	40	16	15	17.4666	262	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	28/06/2017	4	6	10	2	2	0	434
14537	29	9	3	7	21	7	7	18/08/2019	7/09/2019	0	0	0	0	0	NULL	NULL	14/11/2018	1	18	22	2	4	1	277
6915	29	9	1	4	4	4	4	17/08/2019	17/08/2019	0	0	0	0	0	NULL	NULL	22/04/2014	1	16	18	2	4	1	1943
7048	40	16	31	5.9677	185	18	0	5/09/2018	22/09/2019	8	5	46	9	0	7/09/2018	20/12/2018	1/06/2014	1	20	15	1	2	1	1557
9104	39	20	9	5.7777	52	11	3	5/10/2018	24/01/2019	0	0	0	0	0	NULL	NULL	23/03/2016	3	7	22	2	3	0	926
2202	40	16	18	6.6111	119	19	0	5/09/2018	7/08/2019	1	5	5	5	0	2/11/2018	2/11/2018	31/01/2010	3	25	15	1	2	0	3139
6129	29	9	5	6	30	9	2	19/12/2018	5/09/2019	1	3	3	3	0	15/05/2019	15/05/2019	25/06/2013	5	11	9	2	1	1	2003
973	39	20	22	6.6818	147	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	14/09/2009	5	29	16	1	1	1	3278
11292	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	5/07/2017	3	7	15	2	3	1	427
9063	39	20	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	9/03/2016	5	11	9	2	1	0	910
9690	39	20	2	9.5	19	16	3	14/07/2019	27/08/2019	0	0	0	0	0	NULL	NULL	12/08/2016	1	5	9	2	2	0	1066
1557	39	20	3	4.3333	13	8	2	16/09/2018	31/08/2019	0	0	0	0	0	NULL	NULL	8/11/2009	5	3	2	2	3	0	3234
2964	29	9	5	7.8	39	11	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3160
2827	40	16	21	6.4285	135	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	23	9	2	2	1	3114
6253	39	20	12	5.3333	64	11	0	5/09/2018	8/01/2019	0	0	0	0	0	NULL	NULL	19/08/2013	3	32	15	1	1	0	1843
7660	29	9	4	8	32	11	7	13/04/2019	7/09/2019	0	0	0	0	0	NULL	NULL	19/01/2015	1	20	16	1	1	1	1545
10316	29	9	5	2.2	11	5	0	19/12/2018	25/09/2019	0	0	0	0	0	NULL	NULL	19/12/2016	5	12	6	1	1	1	730
2144	29	9	4	7	28	9	3	22/11/2018	5/09/2019	1	7	7	7	0	18/08/2019	18/08/2019	31/01/2010	3	25	10	2	2	0	3217
14436	40	16	7	4.5714	32	8	3	2/11/2018	24/01/2019	0	0	0	0	0	NULL	NULL	22/10/2018	3	8	18	2	3	0	11
581	29	9	4	7	28	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	32	9	1	1	1	3397
11094	39	20	18	5.8888	106	13	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	29/05/2017	5	11	9	2	1	1	464
1105	40	16	16	16.625	266	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	11/10/2009	4	6	10	1	2	1	3251
5292	40	16	20	5.9	118	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	12/06/2011	1	18	18	2	4	1	2642
8594	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	18/10/2015	3	30	22	1	2	1	1131
12423	39	20	5	4	20	9	0	5/09/2018	4/10/2018	0	0	0	0	0	NULL	NULL	10/01/2018	4	6	6	2	2	0	238
1677	39	20	12	6.3333	76	13	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	9/11/2009	1	16	9	1	1	0	3252
4609	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	9	2	2	1	3086
8555	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	3/10/2015	5	29	16	2	3	1	1173
13382	40	16	5	4	20	9	0	5/09/2018	4/10/2018	0	0	0	0	0	NULL	NULL	25/06/2018	4	15	18	2	2	0	72
521	40	16	27	6.2962	170	19	0	5/09/2018	22/09/2019	9	8	75	14	0	5/10/2018	7/08/2019	4/08/2009	3	32	9	2	2	0	3319
2613	39	20	3	7.3333	22	11	2	5/10/2018	23/11/2018	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	7	2	2	1	3145
5277	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	14/05/2011	3	7	22	2	3	0	2749
12113	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	8/11/2017	3	28	22	1	4	0	379
3120	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	22	2	2	1	3082
3555	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	31/03/2010	3	30	9	2	2	0	3158
4467	40	16	28	6.3214	177	22	0	13/08/2018	22/09/2019	12	7	84	13	0	13/08/2018	7/08/2019	3/06/2010	3	30	15	1	2	1	2993
9262	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	2/05/2016	3	7	24	2	4	1	934
9650	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	5/08/2016	1	5	9	2	2	0	1103
10408	40	16	30	7.7	231	26	0	13/08/2018	22/09/2019	5	11	59	19	0	13/08/2018	11/07/2019	15/01/2017	3	30	15	2	2	1	575
11879	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	10/10/2017	3	24	15	2	2	0	408
4506	40	16	2	7.5	15	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	24	2	2	0	3164
2302	39	20	8	7	56	11	3	5/10/2018	7/03/2019	0	0	0	0	0	NULL	NULL	1/02/2010	4	14	22	2	3	0	3168
3531	40	16	30	6.3333	190	19	0	12/08/2018	22/09/2019	14	8	116	19	0	12/08/2018	7/08/2019	31/03/2010	3	30	15	2	2	1	3056
4491	29	9	6	6.1666	37	9	3	9/05/2019	5/09/2019	0	0	0	0	0	NULL	NULL	22/06/2010	4	21	15	2	2	0	3243
6187	40	16	1	1	1	1	1	29/08/2018	29/08/2018	0	0	0	0	0	NULL	NULL	14/07/2013	5	12	9	1	2	0	1872
11487	39	20	22	6.7272	148	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/08/2017	5	29	15	1	3	1	392
10552	29	9	3	8.3333	25	9	7	18/08/2019	5/09/2019	0	0	0	0	0	NULL	NULL	8/02/2017	4	6	9	2	1	1	921
13089	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	6/05/2018	4	15	12	2	5	0	122
3866	29	9	5	5.8	29	11	3	22/11/2018	18/08/2019	2	8	16	11	0	13/04/2019	9/05/2019	26/04/2010	3	10	9	2	1	1	3132
5585	39	20	4	7	28	16	3	14/07/2019	27/08/2019	0	0	0	0	0	NULL	NULL	3/04/2012	1	20	9	1	1	0	2658
12153	39	20	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	15/11/2017	5	19	9	2	1	1	294
4610	39	20	20	6.4	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	12	2	2	1	2981
7307	39	20	7	6	42	13	3	2/11/2018	26/08/2019	0	0	0	0	0	NULL	NULL	2/09/2014	4	13	9	2	3	0	1522
1534	40	16	11	24.2727	267	160	4	5/10/2018	11/09/2019	1	160	160	160	0	6/05/2019	6/05/2019	12/10/2009	4	15	9	1	2	1	3280
6481	29	9	4	7	28	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	21/11/2013	3	25	10	2	3	1	1827
2262	29	9	5	8	40	11	4	13/04/2019	5/09/2019	0	0	0	0	0	NULL	NULL	1/02/2010	4	14	15	2	3	1	3358
7748	40	16	3	63.3333	190	160	4	3/04/2019	26/08/2019	2	93	186	160	0	3/04/2019	6/05/2019	12/02/2015	4	13	9	2	2	0	1511
10131	40	16	21	6.7142	141	18	0	31/08/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/11/2016	3	24	15	2	2	0	660
53	40	16	15	15.5333	233	160	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	7/05/2009	4	22	16	2	1	1	3408
8809	40	16	22	6.3636	140	19	0	5/09/2018	22/09/2019	6	6	41	12	0	11/09/2018	8/01/2019	19/12/2015	3	24	15	1	2	1	991
10372	40	16	2	0.5	1	1	0	23/09/2019	25/09/2019	0	0	0	0	0	NULL	NULL	4/01/2017	3	7	14	2	3	1	992
2595	40	16	4	10.75	43	20	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	12	2	3	1	3145
12914	40	16	28	5.9642	167	22	0	5/09/2018	25/09/2019	9	7	69	22	0	7/09/2018	7/08/2019	27/03/2018	3	9	6	2	3	0	162
1092	29	9	3	6.3333	19	11	3	13/04/2019	15/05/2019	0	0	0	0	0	NULL	NULL	11/10/2009	4	6	9	1	2	0	3471
5487	40	16	19	5.4736	104	13	0	5/09/2018	22/09/2019	1	5	5	5	0	11/09/2018	11/09/2018	27/12/2011	3	28	15	1	1	1	2444
11411	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	26/07/2017	1	5	9	2	2	0	748
13635	29	9	1	7	7	7	7	18/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	2/08/2018	4	13	10	2	2	0	381
1775	40	16	17	5.8823	100	13	0	5/09/2018	7/08/2019	0	0	0	0	0	NULL	NULL	9/11/2009	5	31	18	2	1	0	3222
13953	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	11/08/2018	5	11	22	2	3	0	130
3906	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	10	2	1	0	3053
2814	29	9	6	6.6666	40	11	3	13/04/2019	7/09/2019	2	8	16	11	0	13/04/2019	9/05/2019	25/02/2010	1	18	9	2	2	1	3334
1307	40	16	15	17.4666	262	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	12/10/2009	4	6	9	2	2	1	3250
3322	39	20	19	6.421	122	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	1	3081
8452	40	16	11	21.909	241	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	6/09/2015	4	6	9	2	3	0	1095
14393	40	16	2	14	28	15	13	12/11/2018	7/08/2019	0	0	0	0	0	NULL	NULL	11/10/2018	5	19	9	2	2	1	32
5313	29	9	5	6.4	32	9	3	15/05/2019	5/09/2019	0	0	0	0	0	NULL	NULL	6/07/2011	1	5	9	2	4	0	2870
13326	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	14/06/2018	3	7	18	2	4	0	161
4927	29	9	5	5.8	29	11	3	22/11/2018	18/08/2019	0	0	0	0	0	NULL	NULL	13/09/2010	3	24	15	1	1	0	2992
7502	39	20	23	6.3913	147	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	19/11/2014	3	10	9	2	1	0	1386
1066	40	16	25	5.88	147	19	0	5/09/2018	22/09/2019	1	9	9	9	0	5/10/2018	5/10/2018	11/10/2009	1	16	18	2	3	1	3251
3790	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	9	2	3	0	3054
8168	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	14/06/2015	5	33	15	1	2	1	1179
13524	29	9	4	6.75	27	9	2	19/12/2018	5/09/2019	0	0	0	0	0	NULL	NULL	15/07/2018	5	33	16	1	2	0	157
2068	39	20	17	5.2352	89	11	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	9/11/2009	1	16	18	2	2	0	3222
1600	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/11/2009	5	27	15	2	3	0	3222
13283	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	7/06/2018	3	10	9	2	2	0	168
1423	40	16	6	35.1666	211	160	4	7/03/2019	26/08/2019	1	160	160	160	0	6/05/2019	6/05/2019	12/10/2009	4	15	15	2	2	0	3433
3438	39	20	19	6.421	122	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	2	0	3081
5662	39	20	19	6.4736	123	19	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	13/06/2012	4	13	9	2	2	1	2275
3940	39	20	5	6.2	31	11	0	5/10/2018	23/10/2018	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	2	0	3083
5903	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	25/02/2013	1	20	9	2	3	0	2048
8636	39	20	25	5.88	147	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	28/10/2015	1	16	12	2	2	0	1043
10900	29	9	2	5	10	7	3	22/11/2018	18/08/2019	0	0	0	0	0	NULL	NULL	11/04/2017	3	10	9	2	3	1	590
11812	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	5	4	20	6	0	7/09/2018	24/01/2019	1/10/2017	3	25	22	2	3	1	339
506	29	9	3	7	21	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	32	15	1	1	1	3397
2730	29	9	1	11	11	11	11	13/04/2019	13/04/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	23	9	2	3	0	3334
6447	29	9	2	9	18	9	9	5/09/2019	5/09/2019	0	0	0	0	0	NULL	NULL	7/11/2013	5	27	24	2	3	0	2128
8671	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	3/11/2015	3	10	18	2	1	0	1115
3081	39	20	22	6.4545	142	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	9	15	2	2	1	3082
5876	40	16	24	7.6666	184	19	0	5/09/2018	22/09/2019	9	9	84	19	0	1/11/2018	7/08/2019	7/02/2013	3	9	15	2	2	0	2036
6949	29	9	3	8.3333	25	9	7	18/08/2019	5/09/2019	0	0	0	0	0	NULL	NULL	30/04/2014	4	15	12	2	2	1	1936
7891	39	20	24	5.9583	143	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	29/03/2015	3	32	9	1	1	1	1256
1925	40	16	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	9/11/2009	5	31	22	1	3	0	3222
2961	39	20	4	8.5	34	13	6	7/03/2019	7/08/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	7	18	2	3	1	3265
5910	40	16	19	5.7894	110	13	0	5/09/2018	22/09/2019	1	4	4	4	0	7/09/2018	7/09/2018	3/03/2013	5	11	9	2	2	0	2012
7426	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	20/10/2014	5	19	15	2	3	1	1521
11645	29	9	2	9	18	9	9	5/09/2019	5/09/2019	0	0	0	0	0	NULL	NULL	3/09/2017	4	6	16	2	2	0	732
4183	39	20	24	5.9166	142	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	2	1	3053
12169	40	16	1	160	160	160	160	6/05/2019	6/05/2019	0	0	0	0	0	NULL	NULL	16/11/2017	4	22	9	2	1	1	536
14302	39	20	13	7.2307	94	19	3	5/10/2018	22/09/2019	0	0	0	0	0	NULL	NULL	23/09/2018	5	11	12	2	1	1	12
12621	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/02/2018	3	25	22	2	3	1	208
3797	40	16	26	7.8461	204	26	0	12/08/2018	22/09/2019	8	8	70	19	0	12/08/2018	7/08/2019	26/04/2010	3	10	15	2	2	1	3030
3706	39	20	23	6.1304	141	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/04/2010	3	7	10	2	3	1	3055
9062	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	9/03/2016	3	8	24	2	3	0	988
9647	39	20	23	6.0434	139	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	4/08/2016	3	32	12	2	3	1	762
14904	40	16	5	10	50	19	4	9/03/2019	22/09/2019	1	8	8	8	0	9/03/2019	9/03/2019	27/01/2019	5	17	6	2	2	1	41
9298	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	8/05/2016	3	7	9	2	2	1	928
5519	40	16	3	7	21	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	4/02/2012	5	19	9	2	2	0	2588
7775	39	20	19	5.8421	111	13	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	20/02/2015	3	25	15	1	2	1	1293
14611	39	20	4	10.75	43	19	4	11/07/2019	22/09/2019	0	0	0	0	0	NULL	NULL	27/11/2018	3	25	15	2	2	1	226
14784	40	16	3	8	24	13	4	7/08/2019	22/09/2019	1	13	13	13	0	7/08/2019	7/08/2019	7/01/2019	3	9	12	2	3	1	212
6053	39	20	8	5.25	42	11	0	5/10/2018	24/01/2019	0	0	0	0	0	NULL	NULL	19/05/2013	3	25	15	1	2	1	1965
2627	40	16	21	6.1428	129	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	18	6	2	3	1	3114
10099	40	16	9	8.1111	73	19	3	5/10/2018	22/09/2019	0	0	0	0	0	NULL	NULL	1/11/2016	3	10	9	2	1	0	703
10583	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	14/02/2017	3	10	9	2	2	0	598
13525	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	15/07/2018	5	29	16	1	1	0	52
10983	39	20	11	5.5454	61	11	0	5/09/2018	8/11/2018	0	0	0	0	0	NULL	NULL	2/05/2017	5	31	9	2	3	1	491
9607	29	9	3	8.3333	25	9	7	18/08/2019	5/09/2019	0	0	0	0	0	NULL	NULL	24/07/2016	4	6	9	2	4	0	1120
1248	39	20	18	5.6666	102	11	0	5/09/2018	18/09/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	9	2	3	1	3250
10007	29	9	2	7	14	11	3	22/11/2018	13/04/2019	0	0	0	0	0	NULL	NULL	11/10/2016	3	9	18	2	2	0	772
955	40	16	22	6.1818	136	19	0	29/08/2018	22/09/2019	4	4	16	6	0	8/11/2018	24/01/2019	14/09/2009	5	29	9	2	3	1	3271
13289	39	20	23	6.0434	139	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	7/06/2018	3	9	12	2	2	0	90
11845	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	8/10/2017	3	25	15	2	2	0	410
615	29	9	4	9	36	17	3	22/11/2018	5/09/2019	1	7	7	7	0	18/08/2019	18/08/2019	4/08/2009	3	24	15	1	1	1	3397
7716	40	16	12	20.4166	245	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	4/02/2015	4	14	9	1	3	1	1309
